"YEAR","QUARTER","MONTH","DAY_OF_MONTH","DAY_OF_WEEK","FL_DATE","UNIQUE_CARRIER","AIRLINE_ID","CARRIER","TAIL_NUM","FL_NUM","ORIGIN_AIRPORT_ID","ORIGIN_AIRPORT_SEQ_ID","ORIGIN_CITY_MARKET_ID","ORIGIN","ORIGIN_CITY_NAME","ORIGIN_STATE_ABR","ORIGIN_STATE_FIPS","ORIGIN_STATE_NM","ORIGIN_WAC","DEST_AIRPORT_ID","DEST_AIRPORT_SEQ_ID","DEST_CITY_MARKET_ID","DEST","DEST_CITY_NAME","DEST_STATE_ABR","DEST_STATE_FIPS","DEST_STATE_NM","DEST_WAC","CRS_DEP_TIME","DEP_TIME","DEP_DELAY","DEP_DELAY_NEW","DEP_DEL15","DEP_DELAY_GROUP","DEP_TIME_BLK","TAXI_OUT","WHEELS_OFF","WHEELS_ON","TAXI_IN","CRS_ARR_TIME","ARR_TIME","ARR_DELAY","ARR_DELAY_NEW","ARR_DEL15","ARR_DELAY_GROUP","ARR_TIME_BLK","CANCELLED","CANCELLATION_CODE","DIVERTED","CRS_ELAPSED_TIME","ACTUAL_ELAPSED_TIME","AIR_TIME","FLIGHTS","DISTANCE","DISTANCE_GROUP","CARRIER_DELAY","WEATHER_DELAY","NAS_DELAY","SECURITY_DELAY","LATE_AIRCRAFT_DELAY","FIRST_DEP_TIME","TOTAL_ADD_GTIME","LONGEST_ADD_GTIME"
2016,1,1,5,2,"2016-01-05","B6",20409,"B6","N283JB",1286,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,10721,1072102,30721,"BOS","Boston, MA","MA",25,"Massachusetts",13,905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1037,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,NA,NA,1,496,2,NA,NA,NA,NA,NA,NA,NA,NA
2016,1,1,5,2,"2016-01-05","WN",19393,"WN","N741SA",1542,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,13232,1323202,30977,"MDW","Chicago, IL","IL",17,"Illinois",41,945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1020,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,NA,NA,1,402,2,NA,NA,NA,NA,NA,NA,NA,NA
2016,1,1,6,3,"2016-01-06","WN",19393,"WN","N8676A",1928,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,10821,1082103,30852,"BWI","Baltimore, MD","MD",24,"Maryland",35,1755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1905,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,1,210,1,NA,NA,NA,NA,NA,NA,NA,NA
2016,1,1,6,3,"2016-01-06","DL",19790,"DL","N905DA",1462,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,10397,1039705,30397,"ATL","Atlanta, GA","GA",13,"Georgia",34,1759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1958,NA,NA,NA,NA,NA,NA,NA,NA,NA,119,NA,NA,1,526,3,NA,NA,NA,NA,NA,NA,NA,NA
2016,1,1,6,3,"2016-01-06","AA",19805,"AA","N704US",1708,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,14100,1410002,34100,"PHL","Philadelphia, PA","PA",42,"Pennsylvania",23,1821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1955,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,NA,NA,1,268,2,NA,NA,NA,NA,NA,NA,NA,NA
2016,1,1,7,4,"2016-01-07","AA",19805,"AA","N190UW",1831,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,11057,1105703,31057,"CLT","Charlotte, NC","NC",37,"North Carolina",36,845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1032,NA,NA,NA,NA,NA,NA,NA,NA,NA,107,NA,NA,1,366,2,NA,NA,NA,NA,NA,NA,NA,NA
2016,1,1,7,4,"2016-01-07","WN",19393,"WN","N7707C",758,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,11292,1129202,30325,"DEN","Denver, CO","CO",8,"Colorado",82,930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1115,NA,NA,NA,NA,NA,NA,NA,NA,NA,225,NA,NA,1,1290,6,NA,NA,NA,NA,NA,NA,NA,NA
2016,1,1,7,4,"2016-01-07","OO",20304,"OO","N773SK",5542,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,12266,1226603,31453,"IAH","Houston, TX","TX",48,"Texas",74,1441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1700,NA,NA,NA,NA,NA,NA,NA,NA,NA,199,NA,NA,1,1117,5,NA,NA,NA,NA,NA,NA,NA,NA
2016,1,1,8,5,"2016-01-08","WN",19393,"WN","N749SW",369,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,13232,1323202,30977,"MDW","Chicago, IL","IL",17,"Illinois",41,1440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1515,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,NA,NA,1,402,2,NA,NA,NA,NA,NA,NA,NA,NA
2016,1,1,8,5,"2016-01-08","OO",20304,"OO","N776SK",5542,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,12266,1226603,31453,"IAH","Houston, TX","TX",48,"Texas",74,1441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1700,NA,NA,NA,NA,NA,NA,NA,NA,NA,199,NA,NA,1,1117,5,NA,NA,NA,NA,NA,NA,NA,NA
2016,1,1,9,6,"2016-01-09","WN",19393,"WN","N207WN",2710,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,14635,1463502,31714,"RSW","Fort Myers, FL","FL",12,"Florida",33,1340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1625,NA,NA,NA,NA,NA,NA,NA,NA,NA,165,NA,NA,1,966,4,NA,NA,NA,NA,NA,NA,NA,NA
2016,1,1,9,6,"2016-01-09","B6",20409,"B6","N258JB",1686,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,10721,1072102,30721,"BOS","Boston, MA","MA",25,"Massachusetts",13,1745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1924,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,NA,NA,1,496,2,NA,NA,NA,NA,NA,NA,NA,NA
2016,1,1,10,7,"2016-01-10","WN",19393,"WN","N274WN",1581,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,11259,1125903,30194,"DAL","Dallas, TX","TX",48,"Texas",74,1505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1720,NA,NA,NA,NA,NA,NA,NA,NA,NA,195,NA,NA,1,1060,5,NA,NA,NA,NA,NA,NA,NA,NA
2016,1,1,10,7,"2016-01-10","AA",19805,"AA","N501AA",1426,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,11298,1129804,30194,"DFW","Dallas/Fort Worth, TX","TX",48,"Texas",74,1518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1737,NA,NA,NA,NA,NA,NA,NA,NA,NA,199,NA,NA,1,1067,5,NA,NA,NA,NA,NA,NA,NA,NA
2016,1,1,10,7,"2016-01-10","DL",19790,"DL","N318US",2580,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,10397,1039705,30397,"ATL","Atlanta, GA","GA",13,"Georgia",34,1525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1723,NA,NA,NA,NA,NA,NA,NA,NA,NA,118,NA,NA,1,526,3,NA,NA,NA,NA,NA,NA,NA,NA
2016,1,1,11,1,"2016-01-11","AA",19805,"AA","N913US",654,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,11057,1105703,31057,"CLT","Charlotte, NC","NC",37,"North Carolina",36,1200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1335,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,NA,NA,1,366,2,NA,NA,NA,NA,NA,NA,NA,NA
2016,1,1,11,1,"2016-01-11","WN",19393,"WN","N7731A",1452,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,10821,1082103,30852,"BWI","Baltimore, MD","MD",24,"Maryland",35,1250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1355,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,NA,NA,1,210,1,NA,NA,NA,NA,NA,NA,NA,NA
2016,1,1,12,2,"2016-01-12","WN",19393,"WN","N914WN",498,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,10693,1069302,30693,"BNA","Nashville, TN","TN",47,"Tennessee",54,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,710,NA,NA,NA,NA,NA,NA,NA,NA,NA,115,NA,NA,1,462,2,NA,NA,NA,NA,NA,NA,NA,NA
2016,1,1,12,2,"2016-01-12","EV",20366,"EV","N17560",4212,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,11618,1161802,31703,"EWR","Newark, NJ","NJ",34,"New Jersey",21,907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1034,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,NA,NA,1,319,2,NA,NA,NA,NA,NA,NA,NA,NA
2016,1,1,13,3,"2016-01-13","AA",19805,"AA","N654AW",2113,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,14107,1410702,30466,"PHX","Phoenix, AZ","AZ",4,"Arizona",81,700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1011,NA,NA,NA,NA,NA,NA,NA,NA,NA,311,NA,NA,1,1814,8,NA,NA,NA,NA,NA,NA,NA,NA
2016,1,1,13,3,"2016-01-13","WN",19393,"WN","N8668A",1866,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,12889,1288903,32211,"LAS","Las Vegas, NV","NV",32,"Nevada",85,715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,925,NA,NA,NA,NA,NA,NA,NA,NA,NA,310,NA,NA,1,1910,8,NA,NA,NA,NA,NA,NA,NA,NA
2016,1,1,14,4,"2016-01-14","AA",19805,"AA","N744P",1802,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,11057,1105703,31057,"CLT","Charlotte, NC","NC",37,"North Carolina",36,1359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1532,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,NA,NA,1,366,2,NA,NA,NA,NA,NA,NA,NA,NA
2016,1,1,14,4,"2016-01-14","WN",19393,"WN","N294WN",369,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,13232,1323202,30977,"MDW","Chicago, IL","IL",17,"Illinois",41,1440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1515,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,NA,NA,1,402,2,NA,NA,NA,NA,NA,NA,NA,NA
2016,1,1,14,4,"2016-01-14","DL",19790,"DL","N342NW",2580,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,10397,1039705,30397,"ATL","Atlanta, GA","GA",13,"Georgia",34,1502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1700,NA,NA,NA,NA,NA,NA,NA,NA,NA,118,NA,NA,1,526,3,NA,NA,NA,NA,NA,NA,NA,NA
2016,1,1,14,4,"2016-01-14","UA",19977,"UA","N458UA",709,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,11292,1129202,30325,"DEN","Denver, CO","CO",8,"Colorado",82,1620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1758,NA,NA,NA,NA,NA,NA,NA,NA,NA,218,NA,NA,1,1290,6,NA,NA,NA,NA,NA,NA,NA,NA
2016,1,1,15,5,"2016-01-15","WN",19393,"WN","N462WN",2171,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,13204,1320402,31454,"MCO","Orlando, FL","FL",12,"Florida",33,1935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2200,NA,NA,NA,NA,NA,NA,NA,NA,NA,145,NA,NA,1,834,4,NA,NA,NA,NA,NA,NA,NA,NA
2016,1,1,16,6,"2016-01-16","EV",20366,"EV","N138EV",4905,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,13487,1348702,31650,"MSP","Minneapolis, MN","MN",27,"Minnesota",63,1255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1418,NA,NA,NA,NA,NA,NA,NA,NA,NA,143,NA,NA,1,726,3,NA,NA,NA,NA,NA,NA,NA,NA
2016,1,1,16,6,"2016-01-16","WN",19393,"WN","N453WN",3791,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,13232,1323202,30977,"MDW","Chicago, IL","IL",17,"Illinois",41,1300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1335,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,NA,NA,1,402,2,NA,NA,NA,NA,NA,NA,NA,NA
2016,1,1,16,6,"2016-01-16","B6",20409,"B6","N247JB",1686,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,10721,1072102,30721,"BOS","Boston, MA","MA",25,"Massachusetts",13,1745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1924,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,NA,NA,1,496,2,NA,NA,NA,NA,NA,NA,NA,NA
2016,1,1,17,7,"2016-01-17","WN",19393,"WN","N207WN",2873,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,11697,1169704,32467,"FLL","Fort Lauderdale, FL","FL",12,"Florida",33,640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,940,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,NA,NA,1,994,4,NA,NA,NA,NA,NA,NA,NA,NA
2016,1,1,17,7,"2016-01-17","AA",19805,"AA","N162UW",1853,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,11057,1105703,31057,"CLT","Charlotte, NC","NC",37,"North Carolina",36,655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,842,NA,NA,NA,NA,NA,NA,NA,NA,NA,107,NA,NA,1,366,2,NA,NA,NA,NA,NA,NA,NA,NA
2016,1,1,18,1,"2016-01-18","AA",19805,"AA","N4YLAA",1347,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,11298,1129804,30194,"DFW","Dallas/Fort Worth, TX","TX",48,"Texas",74,806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1030,NA,NA,NA,NA,NA,NA,NA,NA,NA,204,NA,NA,1,1067,5,NA,NA,NA,NA,NA,NA,NA,NA
2016,1,1,18,1,"2016-01-18","WN",19393,"WN","N725SW",758,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,11292,1129202,30325,"DEN","Denver, CO","CO",8,"Colorado",82,930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1115,NA,NA,NA,NA,NA,NA,NA,NA,NA,225,NA,NA,1,1290,6,NA,NA,NA,NA,NA,NA,NA,NA
2016,1,1,19,2,"2016-01-19","WN",19393,"WN","N755SA",758,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,11292,1129202,30325,"DEN","Denver, CO","CO",8,"Colorado",82,930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1115,NA,NA,NA,NA,NA,NA,NA,NA,NA,225,NA,NA,1,1290,6,NA,NA,NA,NA,NA,NA,NA,NA
2016,1,1,19,2,"2016-01-19","DL",19790,"DL","N988DL",1677,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,10397,1039705,30397,"ATL","Atlanta, GA","GA",13,"Georgia",34,945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1140,NA,NA,NA,NA,NA,NA,NA,NA,NA,115,NA,NA,1,526,3,NA,NA,NA,NA,NA,NA,NA,NA
2016,1,1,20,3,"2016-01-20","WN",19393,"WN","N908WN",923,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,15304,1530402,33195,"TPA","Tampa, FL","FL",12,"Florida",33,1030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1305,NA,NA,NA,NA,NA,NA,NA,NA,NA,155,NA,NA,1,873,4,NA,NA,NA,NA,NA,NA,NA,NA
2016,1,1,20,3,"2016-01-20","B6",20409,"B6","N334JB",1486,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,10721,1072102,30721,"BOS","Boston, MA","MA",25,"Massachusetts",13,1100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1232,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,NA,NA,1,496,2,NA,NA,NA,NA,NA,NA,NA,NA
2016,1,1,20,3,"2016-01-20","AA",19805,"AA","N741UW",2045,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,11057,1105703,31057,"CLT","Charlotte, NC","NC",37,"North Carolina",36,1200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1335,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,NA,NA,1,366,2,NA,NA,NA,NA,NA,NA,NA,NA
2016,1,1,21,4,"2016-01-21","AA",19805,"AA","N659AW",2113,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,14107,1410702,30466,"PHX","Phoenix, AZ","AZ",4,"Arizona",81,700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1011,NA,NA,NA,NA,NA,NA,NA,NA,NA,311,NA,NA,1,1814,8,NA,NA,NA,NA,NA,NA,NA,NA
2016,1,1,21,4,"2016-01-21","WN",19393,"WN","N8628A",1866,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,12889,1288903,32211,"LAS","Las Vegas, NV","NV",32,"Nevada",85,715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,925,NA,NA,NA,NA,NA,NA,NA,NA,NA,310,NA,NA,1,1910,8,NA,NA,NA,NA,NA,NA,NA,NA
2016,1,1,21,4,"2016-01-21","UA",19977,"UA","N807UA",1450,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,12266,1226603,31453,"IAH","Houston, TX","TX",48,"Texas",74,753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1030,NA,NA,NA,NA,NA,NA,NA,NA,NA,217,NA,NA,1,1117,5,NA,NA,NA,NA,NA,NA,NA,NA
2016,1,1,21,4,"2016-01-21","EV",20366,"EV","N16559",4212,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,11618,1161802,31703,"EWR","Newark, NJ","NJ",34,"New Jersey",21,907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1034,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,NA,NA,1,319,2,NA,NA,NA,NA,NA,NA,NA,NA
2016,1,1,22,5,"2016-01-22","AA",19805,"AA","N661AW",586,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,14107,1410702,30466,"PHX","Phoenix, AZ","AZ",4,"Arizona",81,1720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,286,NA,NA,1,1814,8,NA,NA,NA,NA,NA,NA,NA,NA
2016,1,1,22,5,"2016-01-22","UA",19977,"UA","N439UA",220,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,13930,1393004,30977,"ORD","Chicago, IL","IL",17,"Illinois",41,1720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1807,NA,NA,NA,NA,NA,NA,NA,NA,NA,107,NA,NA,1,413,2,NA,NA,NA,NA,NA,NA,NA,NA
2016,1,1,22,5,"2016-01-22","WN",19393,"WN","N246LV",2690,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,13232,1323202,30977,"MDW","Chicago, IL","IL",17,"Illinois",41,1745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1825,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,1,402,2,NA,NA,NA,NA,NA,NA,NA,NA
2016,1,1,22,5,"2016-01-22","EV",20366,"EV","N744EV",4989,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,13487,1348702,31650,"MSP","Minneapolis, MN","MN",27,"Minnesota",63,1915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2043,NA,NA,NA,NA,NA,NA,NA,NA,NA,148,NA,NA,1,726,3,NA,NA,NA,NA,NA,NA,NA,NA
2016,1,1,23,6,"2016-01-23","WN",19393,"WN","N769SW",3026,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,11259,1125903,30194,"DAL","Dallas, TX","TX",48,"Texas",74,1400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1620,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,NA,NA,1,1060,5,NA,NA,NA,NA,NA,NA,NA,NA
